,Player,Tm,Pos,Age,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Cmp,PassAtt,Cmp%,PassTD,TD%,Int,Int%,PassYds/A,AY/A,Y/C,PassYds/G,Rate,QBR,Sk,Sk%,RushAtt,RushYds,RushTD,RushYds/A,RushYds/G,Tgt,Rec,Ctch%,RecYds,Y/R,RecTD,Y/Tgt,R/G,RecYds/G,A/G,Touch,Y/Tch,YScm,RRTD
38,Austin Trammell,LAR,WR,25.0,1.0,4.9,5.9,2.9,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,29.0,7.3,0.0,4.1,0.3,1.8,0.0,4.0,7.3,29.0,0.0
39,Bailey Zappe,NWE,QB,24.0,69.0,69.2,82.2,78.2,0.0,39.0,0.0,127.0,212.0,59.9,6.0,2.8,9.0,4.2,6.0,4.7,10.0,127.2,68.7,23.3,25.0,10.5,17.0,83.0,1.0,4.9,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,17.0,4.9,83.0,1.0
40,Baker Mayfield,TAM,QB,28.0,274.0,274.1,293.1,284.1,11.0,10.0,60.0,364.0,566.0,64.3,28.0,4.9,10.0,1.8,7.1,7.3,11.1,237.9,94.6,54.3,40.0,6.6,62.0,163.0,1.0,2.6,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,62.0,2.6,163.0,1.0
41,Ben Bredeson,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
42,Ben Mason,BAL,FB,24.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Ben Sims,GNB,TE,23.0,8.0,12.1,12.1,10.1,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,21.0,5.3,1.0,3.5,0.2,1.2,0.0,4.0,5.3,21.0,1.0
44,Ben Skowronek,LAR,WR,26.0,14.0,21.5,21.5,17.5,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,4.5,0.5,12.0,8.0,0.0,66.0,8.3,1.0,5.5,0.5,3.9,0.1,10.0,7.5,75.0,1.0
45,Bijan Robinson,ATL,RB,21.0,188.0,246.3,255.3,217.3,29.0,12.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,976.0,4.0,4.6,57.4,86.0,58.0,0.0,487.0,8.4,4.0,5.7,3.4,28.6,12.6,272.0,5.4,1463.0,8.0
46,Blaine Gabbert,KAN,QB,34.0,6.0,5.9,8.9,8.9,0.0,66.0,0.0,18.0,35.0,51.4,0.0,0.0,3.0,8.6,5.3,1.4,10.3,92.5,31.2,47.1,1.0,2.8,7.0,45.0,0.0,6.4,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7.0,6.4,45.0,0.0
47,Blake Bell,KAN,TE,32.0,7.0,11.6,12.6,9.1,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,26.0,5.2,1.0,2.9,0.3,1.5,0.0,5.0,5.2,26.0,1.0
48,Blake Gillikin,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,10.0,10.0,0.0
49,Blake Whiteheart,ARI,TE,23.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Bo Melton,GNB,WR,24.0,30.0,45.9,48.9,37.9,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,7.0,4.2,24.0,16.0,0.0,218.0,13.6,1.0,9.1,3.2,43.6,0.6,19.0,12.6,239.0,1.0
51,Boston Scott,PHI,RB,28.0,12.0,15.8,16.8,13.8,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,86.0,0.0,4.3,5.7,6.0,4.0,0.0,52.0,13.0,0.0,8.7,0.3,3.5,1.3,24.0,5.8,138.0,0.0
52,Braden Mann,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,1.9,118.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Brady Russell,SEA,TE,25.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Brandin Cooks,DAL,WR,30.0,119.0,173.2,176.2,146.2,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,7.0,2.2,81.0,54.0,0.0,657.0,12.2,8.0,8.1,3.4,41.1,0.3,59.0,11.7,692.0,8.0
55,Brandin Echols,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,18.0,0.0,18.0,0.1,1.3,0.0,1.0,18.0,18.0,0.0
56,Brandon Aiyuk,SFO,WR,25.0,174.0,249.2,253.2,211.7,42.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,75.0,0.0,1342.0,17.9,7.0,12.8,4.7,83.9,0.0,75.0,17.9,1342.0,7.0
57,Brandon Bolden,LVR,RB,33.0,11.0,11.1,11.1,11.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,1.0,7.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,7.8,31.0,1.0
58,Brandon Johnson,DEN,WR,25.0,54.0,73.4,76.4,63.9,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,0.0,284.0,14.9,4.0,9.5,1.5,21.8,0.0,19.0,14.9,284.0,4.0
59,Brandon Powell,MIN,WR,28.0,38.0,67.1,71.1,52.6,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,3.4,1.0,44.0,29.0,0.0,324.0,11.2,1.0,7.4,1.7,19.1,0.3,34.0,10.0,341.0,1.0
60,Braxton Berrios,MIA,WR,28.0,31.0,57.9,60.9,44.4,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,11.0,0.7,33.0,27.0,0.0,238.0,8.8,1.0,7.2,1.7,14.9,0.1,28.0,8.9,249.0,1.0
61,Brayden Willis,SFO,TE,24.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Breece Hall,NYJ,RB,22.0,215.0,290.5,296.5,252.5,53.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,994.0,5.0,4.5,58.5,95.0,76.0,0.0,591.0,7.8,4.0,6.2,4.5,34.8,13.1,299.0,5.3,1585.0,9.0
63,Brenton Strange,JAX,TE,23.0,10.0,14.5,14.5,12.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,35.0,7.0,1.0,3.9,0.4,2.5,0.0,5.0,7.0,35.0,1.0
64,Brett Rypien,LAR,QB,27.0,5.0,4.8,6.8,5.8,0.0,68.0,0.0,18.0,38.0,47.4,0.0,0.0,1.0,2.6,4.5,3.3,9.6,86.0,49.5,19.9,2.0,5.0,3.0,19.0,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.3,19.0,0.0
65,Brevin Jordan,HOU,TE,23.0,34.0,50.9,53.9,42.4,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,0.0,219.0,12.9,2.0,10.4,1.2,15.6,0.0,17.0,12.9,219.0,2.0
66,Brian Hoyer,LVR,QB,38.0,5.0,4.9,6.9,6.9,0.0,67.0,0.0,23.0,42.0,54.8,0.0,0.0,2.0,4.8,5.5,3.4,10.0,77.0,50.8,69.0,1.0,2.3,3.0,-3.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Brian Robinson Jr.,WAS,RB,24.0,162.0,198.1,206.1,180.1,4.0,22.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,733.0,5.0,4.1,48.9,43.0,36.0,0.0,368.0,10.2,4.0,8.6,2.4,24.5,11.9,214.0,5.1,1101.0,9.0
68,Britain Covey,PHI,WR,26.0,4.0,8.2,8.2,6.2,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,42.0,10.5,0.0,7.0,0.3,2.6,0.0,4.0,10.5,42.0,0.0
69,Brock Purdy,SFO,QB,24.0,296.0,295.6,314.6,306.6,31.0,6.0,31.0,308.0,444.0,69.4,31.0,7.0,11.0,2.5,9.6,9.9,13.9,267.5,113.0,72.8,28.0,5.9,39.0,144.0,2.0,3.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,39.0,3.7,144.0,2.0
70,Brock Wright,DET,TE,25.0,15.0,28.1,28.1,21.6,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,91.0,7.0,1.0,6.5,0.9,6.5,0.0,13.0,7.0,91.0,1.0
71,Bryce Young,CAR,QB,22.0,156.0,156.4,178.4,166.4,0.0,23.0,0.0,315.0,527.0,59.8,11.0,2.1,10.0,1.9,5.5,5.0,9.1,179.8,73.7,33.4,62.0,10.5,39.0,253.0,0.0,6.5,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,39.0,6.5,253.0,0.0
72,Brycen Hopkins,LAR,TE,26.0,8.0,12.8,12.8,10.3,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,78.0,15.6,0.0,11.1,0.3,5.2,0.0,5.0,15.6,78.0,0.0
73,Byron Pringle,WAS,WR,30.0,14.0,28.1,32.1,21.1,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,0.0,161.0,11.5,0.0,7.3,0.8,9.5,0.0,14.0,11.5,161.0,0.0
74,C.J. Beathard,JAX,QB,30.0,21.0,21.5,24.5,21.5,0.0,57.0,0.0,40.0,53.0,75.5,1.0,1.9,0.0,0.0,6.6,7.0,8.7,49.9,98.7,55.2,6.0,10.2,8.0,35.0,0.0,4.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,8.0,4.4,35.0,0.0
75,C.J. Ham,MIN,FB,30.0,3.0,10.2,10.2,6.7,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,0.4,9.0,7.0,0.0,25.0,3.6,0.0,2.8,0.4,1.5,0.1,8.0,4.0,32.0,0.0
76,C.J. Stroud,HOU,QB,22.0,275.0,276.0,291.0,280.5,12.0,9.0,58.0,319.0,499.0,63.9,23.0,4.6,5.0,1.0,8.2,8.7,12.9,273.9,100.8,57.5,38.0,7.1,39.0,167.0,3.0,4.3,11.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.6,40.0,4.2,167.0,3.0
77,C.J. Uzomah,NYJ,TE,30.0,12.0,19.8,19.8,15.8,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,58.0,7.3,1.0,4.8,0.7,4.8,0.0,8.0,7.3,58.0,1.0
78,Cade Otton,TAM,TE,24.0,70.0,116.5,120.5,93.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,47.0,0.0,455.0,9.7,4.0,6.8,2.8,26.8,0.0,47.0,9.7,455.0,4.0
79,Calvin Austin,PIT,WR,24.0,36.0,52.7,55.7,44.2,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,57.0,1.0,5.2,3.4,30.0,17.0,0.0,180.0,10.6,1.0,6.0,1.0,10.6,0.6,28.0,8.5,237.0,2.0
80,Calvin Ridley,JAX,WR,29.0,154.0,229.9,232.9,191.9,23.0,17.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,0.0,2.6,1.4,136.0,76.0,0.0,1016.0,13.4,8.0,7.5,4.5,59.8,0.5,85.0,12.2,1039.0,8.0
81,Cam Akers,2TM,RB,24.0,36.0,46.7,49.7,41.2,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,167.0,2.0,2.8,23.9,12.0,11.0,0.0,70.0,6.4,0.0,5.8,1.6,10.0,8.6,71.0,3.3,237.0,2.0
82,Cameron Johnston,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-23.0,0.0,-23.0,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Carson Wentz,LAR,QB,31.0,26.0,26.1,27.1,27.1,0.0,51.0,0.0,17.0,24.0,70.8,2.0,8.3,1.0,4.2,6.8,6.6,9.6,81.5,99.8,89.9,2.0,7.7,17.0,56.0,1.0,3.3,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,17.0,3.3,56.0,1.0
84,Case Keenum,HOU,QB,35.0,10.0,9.7,12.7,12.7,0.0,64.0,0.0,34.0,53.0,64.2,1.0,1.9,3.0,5.7,5.5,3.3,8.6,145.5,61.1,21.2,6.0,10.2,2.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0
85,Cedric Tillman,CLE,WR,23.0,23.0,44.2,47.2,33.7,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,0.6,44.0,21.0,0.0,224.0,10.7,0.0,5.1,1.5,16.0,0.1,22.0,10.5,232.0,0.0
86,Cedrick Wilson Jr.,MIA,WR,28.0,48.0,69.6,72.6,58.6,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,0.0,296.0,13.5,3.0,7.8,1.5,19.7,0.0,22.0,13.5,296.0,3.0
87,CeeDee Lamb,DAL,WR,24.0,268.0,403.2,411.2,335.7,131.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,113.0,2.0,8.1,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,149.0,12.5,1862.0,14.0
88,Charlie Jones,CIN,WR,25.0,14.0,20.7,20.7,17.2,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,6.5,1.2,9.0,7.0,0.0,64.0,9.1,0.0,7.1,0.6,5.8,0.2,9.0,8.6,77.0,0.0
89,Charlie Kolar,BAL,TE,24.0,15.0,21.7,21.7,18.2,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,87.0,12.4,1.0,9.7,0.5,5.8,0.0,7.0,12.4,87.0,1.0
90,Charlie Woerner,SFO,TE,26.0,3.0,6.2,6.2,4.7,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,32.0,10.7,0.0,10.7,0.2,1.9,0.0,3.0,10.7,32.0,0.0
91,Chase Brown,CIN,RB,23.0,40.0,53.5,59.5,46.5,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,179.0,0.0,4.1,14.9,15.0,14.0,0.0,156.0,11.1,1.0,10.4,1.2,13.0,3.7,58.0,5.8,335.0,1.0
92,Chase Claypool,2TM,WR,25.0,14.0,21.7,21.7,17.7,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0.0,77.0,9.6,1.0,3.7,0.7,6.4,0.0,8.0,9.6,77.0,1.0
93,Chase Edmonds,TAM,RB,27.0,26.0,39.7,42.7,32.7,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,176.0,0.0,3.6,13.5,17.0,14.0,0.0,81.0,5.8,0.0,4.8,1.1,6.2,3.8,63.0,4.1,257.0,0.0
94,Chigoziem Okonkwo,TEN,TE,24.0,59.0,113.4,116.4,86.4,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,3.0,0.4,77.0,54.0,0.0,528.0,9.8,1.0,6.9,3.2,31.1,0.1,56.0,9.5,534.0,1.0
95,Chris Blair,ATL,WR,26.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Chris Brooks,MIA,RB,23.0,11.0,10.6,13.6,10.6,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,106.0,0.0,5.6,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,19.0,5.6,106.0,0.0
97,Chris Conley,SFO,WR,31.0,7.0,9.9,9.9,8.4,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,69.0,23.0,0.0,11.5,0.4,8.6,0.0,3.0,23.0,69.0,0.0
98,Chris Evans,CIN,RB,26.0,1.0,2.1,2.1,1.6,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,6.0,1.5,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.1,-0.1,0.3,3.0,3.7,11.0,0.0
99,Chris Godwin,TAM,WR,27.0,126.0,209.2,212.2,167.7,0.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.8,0.0,0.0,4.0,38.0,1.0,9.5,2.2,130.0,83.0,0.0,1024.0,12.3,2.0,7.9,4.9,60.2,0.2,87.0,12.2,1062.0,3.0
100,Chris Manhertz,DEN,TE,31.0,2.0,3.6,3.6,2.6,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,16.0,8.0,0.0,4.0,0.1,1.0,0.0,2.0,8.0,16.0,0.0
101,Chris Moore,TEN,WR,30.0,46.0,68.3,71.3,57.3,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,19.5,2.3,35.0,22.0,0.0,424.0,19.3,0.0,12.1,1.3,24.9,0.1,24.0,19.3,463.0,0.0
102,Chris Olave,NOR,WR,23.0,144.0,231.3,234.3,187.8,14.0,24.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,87.0,0.0,1123.0,12.9,5.0,8.1,5.4,70.2,0.0,87.0,12.9,1123.0,5.0
103,Chris Rodriguez,WAS,RB,23.0,36.0,37.9,41.9,36.9,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,247.0,2.0,4.8,19.0,2.0,2.0,0.0,12.0,6.0,0.0,6.0,0.2,0.9,3.9,53.0,4.9,259.0,2.0
104,Christian Kirk,JAX,WR,27.0,93.0,150.3,155.3,121.8,0.0,47.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,-0.5,-0.5,-1.0,-0.1,56.2,3.1,0.0,0.0,1.0,6.0,0.0,6.0,0.5,85.0,57.0,0.0,787.0,13.8,3.0,9.3,4.8,65.6,0.1,58.0,13.7,793.0,3.0
105,Christian McCaffrey,SFO,RB,27.0,324.0,391.3,399.3,357.8,157.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,1459.0,14.0,5.4,91.2,83.0,67.0,0.0,564.0,8.4,7.0,6.8,4.2,35.3,17.0,339.0,6.0,2023.0,21.0
106,Christian Watson,GNB,WR,24.0,73.0,101.3,104.3,87.3,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,2.8,1.2,53.0,28.0,0.0,422.0,15.1,5.0,8.0,3.1,46.9,0.4,32.0,13.5,433.0,5.0
107,Chuba Hubbard,CAR,RB,24.0,144.0,182.5,188.5,163.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,902.0,5.0,3.8,53.1,44.0,39.0,0.0,233.0,6.0,0.0,5.3,2.3,13.7,14.0,277.0,4.1,1135.0,5.0
108,Clayton Tune,ARI,QB,24.0,7.0,7.5,10.5,9.5,0.0,65.0,0.0,12.0,21.0,57.1,0.0,0.0,2.0,9.5,3.0,-1.3,5.2,8.9,22.6,1.2,7.0,25.0,8.0,30.0,1.0,3.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,8.0,3.8,30.0,1.0
109,Clyde Edwards-Helaire,KAN,RB,24.0,53.0,70.1,76.1,61.6,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,223.0,1.0,3.2,14.9,22.0,17.0,0.0,188.0,11.1,1.0,8.5,1.1,12.5,4.7,87.0,4.7,411.0,2.0
110,Cody Thompson,SEA,WR,27.0,1.0,2.0,2.0,1.5,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,0.0,10.0,0.1,1.4,0.0,1.0,10.0,10.0,0.0
111,Colby Parkinson,SEA,TE,24.0,37.0,61.7,64.7,49.2,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,25.0,0.0,247.0,9.9,2.0,7.3,1.5,14.5,0.0,25.0,9.9,247.0,2.0
