,Player,Tm,Pos,Age,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Cmp,PassAtt,Cmp%,PassTD,TD%,Int,Int%,PassYds/A,AY/A,Y/C,PassYds/G,Rate,QBR,Sk,Sk%,RushAtt,RushYds,RushTD,RushYds/A,RushYds/G,Tgt,Rec,Ctch%,RecYds,Y/R,RecTD,Y/Tgt,R/G,RecYds/G,A/G,Touch,Y/Tch,YScm,RRTD
188,Deuce Vaughn,DAL,RB,22.0,8.0,15.0,15.0,11.5,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,40.0,0.0,1.7,5.7,7.0,7.0,0.0,40.0,5.7,0.0,5.7,1.0,5.7,3.3,30.0,2.7,80.0,0.0
189,Deven Thompkins,TAM,WR,24.0,18.0,34.9,35.9,26.4,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,0.0,7.0,3.3,25.0,17.0,0.0,83.0,4.9,1.0,3.3,1.0,4.9,0.5,25.0,5.6,139.0,1.0
190,Devin Duvernay,BAL,WR,26.0,3.0,7.3,7.3,5.3,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,3.8,1.2,9.0,4.0,0.0,18.0,4.5,0.0,2.0,0.3,1.4,0.3,8.0,4.1,33.0,0.0
191,Devin Singletary,HOU,RB,26.0,137.0,167.3,173.3,152.3,0.0,29.0,0.0,1.0,1.0,100.0,1.0,100.0,0.0,0.0,6.0,26.0,6.0,0.4,131.2,100.0,0.0,0.0,216.0,898.0,4.0,4.2,52.8,38.0,30.0,0.0,193.0,6.4,0.0,5.1,1.8,11.4,12.7,246.0,4.4,1091.0,4.0
192,Devine Ozigbo,DET,RB,27.0,1.0,2.3,2.3,1.8,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.7,1.7,1.0,1.0,0.0,8.0,8.0,0.0,8.0,0.3,2.7,1.0,4.0,3.3,13.0,0.0
193,Devon Allen,PHI,WR,29.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Dez Fitzpatrick,PIT,WR,26.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Diontae Johnson,PIT,WR,27.0,102.0,152.7,155.7,127.2,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,51.0,0.0,717.0,14.1,5.0,8.2,3.9,55.2,0.0,51.0,14.1,717.0,5.0
196,Donald Parham,LAC,TE,26.0,53.0,79.5,82.5,66.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,27.0,0.0,285.0,10.6,4.0,7.0,1.9,20.4,0.0,27.0,10.6,285.0,4.0
197,Donovan Peoples-Jones,2TM,WR,24.0,16.0,28.5,31.5,22.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,0.0,155.0,11.9,0.0,6.2,0.9,10.3,0.0,13.0,11.9,155.0,0.0
198,Donovan Smith,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
199,Dontayvion Wicks,GNB,WR,22.0,81.0,119.8,123.8,100.3,0.0,53.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,0.9,118.7,94.3,0.0,0.0,1.0,1.0,0.0,1.0,0.1,58.0,39.0,0.0,581.0,14.9,4.0,10.0,2.6,38.7,0.1,40.0,14.6,582.0,4.0
200,Dorian Thompson-Robinson,CLE,QB,24.0,22.0,22.1,29.1,26.1,0.0,56.0,0.0,60.0,112.0,53.6,1.0,0.9,4.0,3.6,3.9,2.5,7.3,55.0,51.2,34.4,6.0,5.1,14.0,65.0,0.0,4.6,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,14.0,4.6,65.0,0.0
201,Drake London,ATL,WR,22.0,105.0,174.4,177.4,139.9,0.0,42.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,1.4,118.7,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,69.0,0.0,905.0,13.1,2.0,8.2,4.3,56.6,0.0,69.0,13.1,905.0,2.0
202,Drew Lock,SEA,QB,27.0,29.0,29.1,35.1,32.1,0.0,48.0,0.0,48.0,76.0,63.2,3.0,3.9,3.0,3.9,7.1,6.2,11.3,135.8,81.2,44.1,6.0,7.3,5.0,14.0,0.0,2.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,5.0,2.8,14.0,0.0
203,Drew Sample,CIN,TE,27.0,28.0,50.3,53.3,39.3,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,0.0,163.0,7.4,2.0,6.0,1.3,9.6,0.0,22.0,7.4,163.0,2.0
204,Durham Smythe,MIA,TE,28.0,37.0,71.6,74.6,54.1,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,35.0,0.0,366.0,10.5,0.0,8.5,2.2,22.9,0.0,35.0,10.5,366.0,0.0
205,Dwayne Washington,DEN,RB,29.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Dyami Brown,WAS,WR,24.0,23.0,35.0,38.0,29.0,0.0,130.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.2,83.3,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,168.0,14.0,1.0,7.3,0.7,9.9,0.1,13.0,12.9,168.0,1.0
207,Dylan Drummond,DET,WR,23.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Easop Winston,SEA,WR,27.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Easton Stick,LAC,QB,28.0,68.0,67.6,78.6,68.6,0.0,40.0,0.0,111.0,174.0,63.8,3.0,1.7,1.0,0.6,6.5,6.6,10.2,225.8,85.6,51.0,14.0,7.4,27.0,144.0,1.0,5.3,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,27.0,5.3,144.0,1.0
210,Elijah Cooks,JAX,WR,25.0,4.0,6.8,6.8,5.3,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,38.0,12.7,0.0,9.5,0.3,4.2,0.0,3.0,12.7,38.0,0.0
211,Elijah Dotson,LAC,RB,24.0,2.0,3.9,3.9,2.9,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,1.5,1.5,2.0,2.0,0.0,13.0,6.5,0.0,6.5,0.5,3.3,1.0,6.0,3.2,19.0,0.0
212,Elijah Higgins,ARI,TE,23.0,22.0,36.3,39.3,29.3,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,0.0,163.0,11.6,1.0,8.6,1.3,14.8,0.0,14.0,11.6,163.0,1.0
213,Elijah Mitchell,SFO,RB,25.0,42.0,47.5,50.5,44.5,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,281.0,2.0,3.7,25.5,8.0,6.0,0.0,14.0,2.3,0.0,1.8,0.5,1.3,6.8,81.0,3.6,295.0,2.0
214,Elijah Moore,CLE,WR,23.0,73.0,132.1,137.1,102.6,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,1.2,0.6,104.0,59.0,0.0,640.0,10.8,2.0,6.2,3.5,37.6,0.5,68.0,9.6,651.0,2.0
215,Emanuel Wilson,GNB,RB,24.0,11.0,14.8,14.8,12.8,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,85.0,0.0,6.1,12.1,5.0,4.0,0.0,23.0,5.8,0.0,4.6,0.6,3.3,2.0,18.0,6.0,108.0,0.0
216,Emari Demercado,ARI,RB,24.0,52.0,73.3,79.3,62.8,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,284.0,2.0,4.9,20.3,30.0,21.0,0.0,119.0,5.7,0.0,4.0,1.5,8.5,4.1,79.0,5.1,403.0,2.0
217,Equanimeous St. Brown,CHI,WR,27.0,6.0,11.2,11.2,8.7,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,62.0,12.4,0.0,10.3,0.7,8.9,0.0,5.0,12.4,62.0,0.0
218,Eric Gray,NYG,RB,24.0,7.0,13.0,13.0,10.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,48.0,0.0,2.8,3.7,7.0,6.0,0.0,22.0,3.7,0.0,3.1,0.5,1.7,1.3,23.0,3.0,70.0,0.0
219,Eric Saubert,2TM,TE,29.0,1.0,4.2,4.2,2.7,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,12.0,4.0,0.0,4.0,0.3,1.2,0.0,3.0,4.0,12.0,0.0
220,Erik Ezukanma,MIA,WR,23.0,2.0,2.2,2.2,2.2,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,4.4,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,4.4,22.0,0.0
221,Ethan Fernea,IND,WR,25.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,Evan Engram,JAX,TE,29.0,116.0,230.3,235.3,173.3,30.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,114.0,0.0,963.0,8.4,4.0,6.7,6.7,56.6,0.0,114.0,8.4,963.0,4.0
223,Evan Hull,IND,RB,23.0,1.0,1.7,1.7,1.2,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,0.0,6.0,1.0,6.0,1.0,2.0,3.5,7.0,0.0
224,Ezekiel Elliott,NWE,RB,28.0,124.0,174.5,181.5,149.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,642.0,3.0,3.5,37.8,65.0,51.0,0.0,313.0,6.1,2.0,4.8,3.0,18.4,10.8,235.0,4.1,955.0,5.0
225,Foster Moreau,NOR,TE,26.0,25.0,46.3,49.3,35.8,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.0,0.0,193.0,9.2,1.0,7.7,1.4,12.9,0.0,21.0,9.2,193.0,1.0
226,Frank Darby,ATL,WR,26.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Gabriel Davis,BUF,WR,24.0,116.0,161.4,165.4,138.9,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-0.1,81.0,45.0,0.0,746.0,16.6,7.0,9.2,2.6,43.9,0.1,46.0,16.2,744.0,7.0
228,Gardner Minshew II,IND,QB,27.0,196.0,196.2,216.2,205.2,0.0,21.0,0.0,305.0,490.0,62.2,15.0,3.1,9.0,1.8,6.7,6.5,10.8,194.4,84.6,59.6,34.0,6.5,34.0,100.0,3.0,2.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,2.9,100.0,3.0
229,Garrett Wilson,NYJ,WR,23.0,118.0,213.2,218.2,165.7,0.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,3.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,168.0,95.0,0.0,1042.0,11.0,3.0,6.2,5.6,61.3,0.2,99.0,10.5,1042.0,3.0
230,Gary Brightwell,NYG,RB,24.0,7.0,11.6,11.6,9.1,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,0.0,2.1,2.7,7.0,5.0,0.0,47.0,9.4,0.0,6.7,0.7,6.7,1.3,14.0,4.7,66.0,0.0
231,Geno Smith,SEA,QB,33.0,226.0,227.3,245.3,235.8,0.0,19.0,0.0,323.0,499.0,64.7,20.0,4.0,9.0,1.8,7.3,7.3,11.2,241.6,92.1,59.5,31.0,5.8,37.0,155.0,1.0,4.2,10.3,1.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,0.1,-0.1,2.5,38.0,4.0,153.0,1.0
232,Geoff Swaim,ARI,TE,30.0,9.0,19.4,19.4,14.4,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,94.0,9.4,0.0,8.5,0.7,6.7,0.0,10.0,9.4,94.0,0.0
233,George Kittle,SFO,TE,30.0,138.0,203.2,206.2,170.7,51.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.1,90.0,65.0,0.0,1020.0,15.7,6.0,11.3,4.1,63.8,0.1,66.0,15.5,1022.0,6.0
234,George Pickens,PIT,WR,22.0,146.0,208.8,211.8,177.3,15.0,23.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,6.0,1.1,106.0,63.0,0.0,1140.0,18.1,5.0,10.8,3.7,67.1,0.2,66.0,17.5,1158.0,5.0
235,Gerald Everett,LAC,TE,29.0,60.0,111.1,114.1,85.6,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,3.3,0.7,70.0,51.0,0.0,411.0,8.1,3.0,5.9,3.4,27.4,0.2,54.0,7.8,421.0,3.0
236,Giovanni Ricci,CAR,FB,27.0,0.0,1.2,1.2,0.7,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.2,0.4,0.0,1.0,2.0,2.0,0.0
237,Godwin Igwebuike,2TM,RB,29.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Grant Calcaterra,PHI,TE,25.0,4.0,7.9,7.9,5.9,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,39.0,9.8,0.0,9.8,0.3,2.6,0.0,4.0,9.8,39.0,0.0
239,Greg Dortch,ARI,WR,25.0,41.0,64.5,67.5,52.5,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.3,41.0,24.0,0.0,280.0,11.7,2.0,6.8,1.5,17.5,0.1,25.0,11.4,285.0,2.0
240,Greg Dulcich,DEN,TE,23.0,3.0,5.5,5.5,4.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,25.0,8.3,0.0,6.3,1.5,12.5,0.0,3.0,8.3,25.0,0.0
241,Greg Van Roten,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
242,Gunner Olszewski,2TM,WR,27.0,2.0,3.0,5.0,2.5,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
243,Gus Edwards,BAL,RB,28.0,175.0,187.0,195.0,181.0,16.0,14.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,810.0,13.0,4.1,47.6,13.0,12.0,0.0,180.0,15.0,0.0,13.8,0.7,10.6,11.6,210.0,4.7,990.0,13.0
244,Harrison Bryant,CLE,TE,25.0,25.0,37.9,38.9,31.4,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,1.6,0.5,20.0,13.0,0.0,81.0,6.2,3.0,4.1,0.8,4.8,0.3,18.0,4.9,89.0,3.0
245,Hayden Hurst,CAR,TE,30.0,24.0,42.4,45.4,33.4,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,0.0,184.0,10.2,1.0,5.8,2.0,20.4,0.0,18.0,10.2,184.0,1.0
246,Henry Pearson,GNB,FB,24.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Hunter Henry,NWE,TE,29.0,78.0,119.9,122.9,98.9,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,42.0,0.0,419.0,10.0,6.0,6.9,3.0,29.9,0.0,42.0,10.0,419.0,6.0
248,Hunter Kampmoyer,LAC,TE,25.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Hunter Long,LAR,TE,25.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Hunter Luepke,DAL,RB,23.0,10.0,12.7,12.7,11.2,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,1.0,3.2,1.1,4.0,3.0,0.0,18.0,6.0,0.0,4.5,0.2,1.1,0.4,9.0,4.1,37.0,1.0
251,Hunter Renfrow,LVR,WR,28.0,24.0,48.5,52.5,36.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,25.0,0.0,255.0,10.2,0.0,6.9,1.5,15.0,0.0,25.0,10.2,255.0,0.0
252,Ian Thomas,CAR,TE,27.0,6.0,10.6,10.6,8.1,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,56.0,11.2,0.0,6.2,0.4,4.7,0.0,5.0,11.2,56.0,0.0
253,Ihmir Smith-Marsette,CAR,WR,24.0,25.0,32.5,32.5,28.5,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,74.0,1.0,9.3,4.4,10.0,8.0,0.0,51.0,6.4,0.0,5.1,0.5,3.0,0.5,16.0,7.8,125.0,1.0
254,Irv Smith Jr.,CIN,TE,25.0,16.0,33.5,37.5,24.5,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,0.0,115.0,6.4,1.0,4.4,1.5,9.6,0.0,18.0,6.4,115.0,1.0
255,Irvin Charles,NYJ,WR,26.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Isaiah Hodgins,NYG,WR,25.0,39.0,60.0,64.0,49.5,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,0.0,230.0,11.0,3.0,7.0,1.2,13.5,0.0,21.0,11.0,230.0,3.0
257,Isaiah Likely,BAL,TE,23.0,71.0,101.1,104.1,86.1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,411.0,13.7,5.0,10.3,1.8,24.2,0.0,30.0,13.7,411.0,5.0
258,Isaiah McKenzie,IND,WR,28.0,6.0,16.6,18.6,11.1,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,4.7,1.1,14.0,11.0,0.0,82.0,7.5,0.0,5.9,0.8,6.3,0.2,14.0,6.9,96.0,0.0
259,Isaiah Spiller,LAC,RB,22.0,13.0,19.0,19.0,16.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,96.0,0.0,2.6,10.7,6.0,6.0,0.0,34.0,5.7,0.0,5.7,0.7,3.8,4.1,43.0,3.0,130.0,0.0
260,Isiah Pacheco,KAN,RB,24.0,170.0,213.9,220.9,191.9,11.0,17.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,935.0,7.0,4.6,66.8,49.0,44.0,0.0,244.0,5.5,2.0,5.0,3.1,17.4,14.6,249.0,4.7,1179.0,9.0
261,Israel Abanikanda,NYJ,RB,21.0,9.0,16.3,17.3,12.8,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,70.0,0.0,3.2,11.7,11.0,7.0,0.0,43.0,6.1,0.0,3.9,1.2,7.2,3.7,29.0,3.9,113.0,0.0
